gameid,type,checkedTeamId,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,TOV,STL,BLK,PF,statsId
29901099,1,1610612755,26,79,6,15,22,31,19,35,54,18,9,9,18,8822
29901100,1,1610612748,38,87,9,21,10,16,12,31,43,14,8,8,23,8823
29901100,1,1610612752,38,87,7,17,11,15,15,32,47,13,6,7,17,8824
29901101,1,1610612766,31,74,4,12,30,38,9,42,51,8,5,5,17,8825
29901101,1,1610612754,31,84,6,14,12,14,10,34,44,11,3,3,25,8826
29901102,1,1610612745,30,69,13,28,26,32,8,32,40,15,4,2,23,8827
29901102,1,1610612762,33,87,1,10,23,27,17,25,42,9,10,4,22,8828
29901103,1,1610612743,37,82,8,24,21,27,16,30,46,22,7,2,33,8829
29901103,1,1610612744,43,85,1,8,30,48,18,28,46,14,12,2,26,8830
29901104,1,1610612756,39,78,5,10,19,32,12,36,48,15,7,5,27,8831
29901104,1,1610612758,37,98,7,22,16,23,20,32,52,12,8,3,25,8832
29901105,1,1610612759,41,71,4,11,21,27,6,31,37,12,6,7,15,8833
29901105,1,1610612637,36,81,8,17,19,19,8,26,34,9,8,2,21,8834
29901106,1,1610612737,33,68,4,12,24,31,9,29,38,20,4,8,20,8835
29901106,1,1610612738,38,79,7,10,16,20,8,23,31,12,12,3,28,8836
29901107,1,1610612754,28,73,7,18,18,24,8,36,44,14,4,2,19,8837
29901107,1,1610612752,36,78,5,13,6,7,5,34,39,13,5,5,25,8838
29901108,1,1610612748,30,73,4,20,16,22,12,29,41,13,6,4,19,8839
29901108,1,1610612755,36,72,6,12,18,22,7,28,35,10,9,4,23,8840
29901109,1,1610612766,41,81,1,4,24,37,14,28,42,10,4,10,22,8841
29901109,1,1610612764,41,80,3,8,20,26,6,28,34,7,4,7,30,8842
29901110,1,1610612739,43,84,2,8,15,20,11,25,36,13,2,2,28,8843
29901110,1,1610612761,40,76,6,15,26,34,9,31,40,12,9,12,19,8844
29901111,1,1610612749,39,83,8,16,18,24,13,29,42,20,12,6,30,8845
29901111,1,1610612753,29,83,1,12,28,40,17,25,42,19,8,3,21,8846
29901112,1,1610612765,30,71,5,13,35,42,9,30,39,9,3,7,30,8847
29901112,1,1610612750,35,82,4,11,28,37,16,26,42,7,4,6,30,8848
29901113,1,1610612757,31,69,4,14,24,30,8,22,30,11,7,3,32,8849
29901113,1,1610612762,25,60,5,17,31,41,10,28,38,16,4,6,27,8850
29901114,1,1610612747,38,95,4,16,26,30,16,40,56,12,6,1,27,8851
29901114,1,1610612760,39,96,9,23,16,28,14,35,49,10,7,3,30,8852
29901115,1,1610612741,36,67,11,16,17,29,12,33,45,17,4,4,23,8853
29901115,1,1610612751,35,82,1,10,22,28,11,25,36,6,9,1,22,8854
29901116,1,1610612742,34,76,8,20,16,18,9,28,37,9,8,9,23,8855
29901116,1,1610612757,28,81,6,21,19,33,27,32,59,15,8,1,21,8856
29901117,1,1610612743,37,89,3,20,16,17,10,27,37,11,6,10,27,8857
29901117,1,1610612745,36,80,7,16,24,38,14,38,52,13,5,7,19,8858
29901118,1,1610612746,34,82,6,14,14,17,10,30,40,17,7,5,24,8859
29901118,1,1610612756,33,74,5,15,24,32,11,36,47,18,8,1,21,8860
29901119,1,1610612744,43,82,1,7,22,29,13,28,41,12,8,5,20,8861
29901119,1,1610612637,39,76,2,7,17,20,8,27,35,15,5,1,23,8862
29901120,1,1610612758,37,83,6,19,12,21,7,41,48,20,11,4,26,8863
29901120,1,1610612759,36,93,3,7,23,34,15,36,51,14,11,8,24,8864
29901121,1,1610612738,36,88,6,24,17,25,19,31,50,13,10,5,23,8865
29901121,1,1610612753,33,82,3,7,22,27,14,32,46,16,8,1,17,8866
29901122,1,1610612751,35,88,3,11,16,17,11,31,42,10,9,3,24,8867
29901122,1,1610612752,36,80,3,14,16,27,12,38,50,14,6,4,16,8868
29901123,1,1610612755,35,74,2,6,21,35,12,26,38,13,19,3,18,8869
29901123,1,1610612764,32,78,5,10,15,17,17,33,50,22,11,8,27,8870
29901124,1,1610612737,36,82,1,9,14,18,10,21,31,17,7,5,26,8871
29901124,1,1610612766,44,81,6,12,25,31,11,31,42,15,8,9,15,8872
29901125,1,1610612739,35,82,6,14,24,36,14,30,44,14,5,4,29,8873
29901125,1,1610612749,37,81,3,15,24,30,12,34,46,15,6,8,32,8874
29901126,1,1610612765,29,73,10,18,22,27,17,36,53,17,6,2,26,8875
29901126,1,1610612748,23,69,5,17,22,33,9,26,35,12,11,6,21,8876
29901127,1,1610612754,29,76,4,13,15,18,5,38,43,11,6,3,22,8877
29901127,1,1610612761,27,81,6,21,13,20,14,33,47,10,6,5,22,8878
29901128,1,1610612746,33,76,10,21,17,23,13,22,35,19,8,8,32,8879
29901128,1,1610612762,35,73,2,10,30,39,11,29,40,13,7,8,21,8880
29901129,1,1610612756,46,93,8,23,22,26,12,32,44,17,9,5,32,8881
29901129,1,1610612637,37,91,12,22,30,34,17,24,41,14,7,5,24,8882
29901130,1,1610612750,29,84,3,16,22,33,16,32,48,17,4,4,24,8883
29901130,1,1610612760,39,90,10,25,22,28,15,37,52,8,7,4,27,8884
29901131,1,1610612741,40,77,4,18,19,23,11,23,34,11,6,5,22,8885
29901131,1,1610612764,39,82,10,16,21,26,17,21,38,11,7,1,26,8886
29901132,1,1610612742,37,88,7,25,21,26,12,25,37,6,6,5,24,8887
29901132,1,1610612745,42,79,8,15,19,25,11,33,44,15,2,3,23,8888
29901133,1,1610612757,39,69,4,11,11,15,8,26,34,14,11,6,22,8889
29901133,1,1610612759,30,70,1,6,16,23,12,24,36,16,11,6,18,8890
29901134,1,1610612744,39,93,1,5,28,35,16,29,45,16,12,2,32,8891
29901134,1,1610612758,46,80,5,17,33,46,7,36,43,18,11,4,28,8892
29901135,1,1610612738,40,82,6,17,20,26,14,25,39,14,16,0,33,8893
29901135,1,1610612741,28,63,5,14,30,38,9,26,35,21,8,4,22,8894
29901136,1,1610612751,36,84,4,12,12,17,15,21,36,12,7,4,25,8895
29901136,1,1610612753,36,83,2,7,22,29,22,34,56,18,8,13,21,8896
29901137,1,1610612754,39,76,7,13,20,25,9,22,31,7,6,3,22,8897
29901137,1,1610612748,40,77,2,13,19,25,10,26,36,9,6,3,24,8898
29901138,1,1610612737,36,84,5,9,15,16,14,25,39,14,9,4,24,8899
29901138,1,1610612755,41,75,0,2,22,31,10,28,38,11,8,7,17,8900
29901139,1,1610612752,30,74,0,2,11,19,14,35,49,18,1,10,22,8901
29901139,1,1610612761,35,88,5,19,11,14,9,29,38,5,6,13,19,8902
29901140,1,1610612766,40,89,8,15,21,26,10,36,46,8,10,2,21,8903
29901140,1,1610612749,37,88,8,20,24,28,11,34,45,15,6,3,20,8904
29901141,1,1610612742,49,93,7,22,12,14,20,37,57,18,4,7,20,8905
29901141,1,1610612760,39,92,3,17,22,30,17,24,41,12,9,5,21,8906
29901142,1,1610612743,34,79,10,26,27,34,14,35,49,22,10,12,32,8907
29901142,1,1610612744,32,88,5,12,28,34,19,28,47,15,11,7,28,8908
29901143,1,1610612746,27,80,6,20,28,38,11,29,40,15,7,7,23,8909
29901143,1,1610612756,40,85,10,19,22,30,14,39,53,13,8,1,29,8910
29901144,1,1610612747,49,89,4,12,19,27,14,29,43,21,10,8,24,8911
29901144,1,1610612758,42,93,5,20,25,33,14,24,38,16,13,4,21,8912
29901145,1,1610612750,45,92,6,15,8,11,14,35,49,15,7,10,16,8913
29901145,1,1610612637,39,97,6,15,10,14,13,31,44,10,6,4,16,8914
29901146,1,1610612765,39,81,4,15,12,20,9,30,39,16,9,2,28,8915
29901146,1,1610612755,38,79,2,8,22,30,15,35,50,22,9,2,23,8916
29901147,1,1610612749,41,80,9,14,29,42,12,43,55,19,6,9,25,8917
29901147,1,1610612764,43,93,12,23,18,25,9,28,37,12,9,5,31,8918
29901148,1,1610612739,41,87,9,19,15,18,15,27,42,9,7,3,23,8919
29901148,1,1610612752,29,70,4,11,34,40,12,27,39,14,7,7,25,8920
29901149,1,1610612759,37,74,3,6,29,38,13,28,41,11,14,8,21,8921
29901149,1,1610612762,32,80,1,10,18,21,15,23,38,18,7,7,27,8922
29901150,1,1610612743,43,89,10,21,19,27,10,43,53,20,7,6,32,8923
29901150,1,1610612746,40,94,4,15,30,36,12,33,45,17,12,1,27,8924
29901151,1,1610612738,37,83,5,18,23,36,10,34,44,10,11,1,22,8925
29901151,1,1610612766,41,81,4,11,19,25,8,36,44,14,7,4,26,8926
29901152,1,1610612748,38,73,6,14,13,17,10,28,38,21,11,1,19,8927
29901152,1,1610612753,31,76,4,19,18,25,16,19,35,18,12,6,19,8928
29901153,1,1610612737,39,74,6,12,20,31,12,35,47,20,6,3,25,8929
29901153,1,1610612739,40,84,2,9,19,25,9,25,34,11,11,3,29,8930
29901154,1,1610612741,32,72,2,14,18,23,13,28,41,17,7,6,22,8931
29901154,1,1610612761,32,78,5,20,16,18,11,25,36,14,9,7,24,8932
29901155,1,1610612765,41,85,3,9,16,19,15,25,40,16,7,4,22,8933
29901155,1,1610612754,43,76,10,19,16,21,6,26,32,17,11,3,25,8934
29901156,1,1610612742,44,91,8,21,18,22,11,34,45,6,5,7,25,8935
29901156,1,1610612637,39,88,5,13,23,29,13,38,51,8,3,3,21,8936
29901157,1,1610612745,41,81,10,25,20,25,11,32,43,22,8,7,18,8937
29901157,1,1610612760,50,105,5,17,16,21,17,28,45,11,11,4,19,8938
29901158,1,1610612756,32,72,7,19,11,19,7,24,31,18,8,4,25,8939
29901158,1,1610612762,36,76,4,6,20,29,18,31,49,16,10,5,17,8940
29901159,1,1610612747,36,74,2,12,27,31,11,29,40,16,11,5,18,8941
29901159,1,1610612750,39,90,1,6,16,21,20,26,46,11,10,3,23,8942
29901160,1,1610612757,40,88,3,13,19,21,13,37,50,12,5,3,22,8943
29901160,1,1610612758,37,88,5,15,16,23,10,32,42,8,7,6,19,8944
29901161,1,1610612754,38,79,9,18,7,12,13,30,43,16,4,4,21,8945
29901161,1,1610612755,34,82,3,8,19,28,15,27,42,11,7,4,18,8946
29901162,1,1610612749,31,76,1,8,22,33,15,35,50,22,12,7,24,8947
29901162,1,1610612753,30,86,6,19,17,21,12,29,41,19,13,5,27,8948
29901163,1,1610612759,35,73,6,8,24,34,13,28,41,10,4,4,26,8949
29901163,1,1610612637,32,70,2,9,27,32,7,26,33,7,6,4,27,8950
29901164,1,1610612744,37,78,5,13,17,29,9,26,35,11,12,1,22,8951
29901164,1,1610612750,37,83,6,14,21,25,20,34,54,18,9,3,26,8952
29901165,1,1610612765,30,67,4,11,24,28,8,26,34,18,8,3,24,8953
29901165,1,1610612752,36,70,5,13,23,30,7,24,31,14,8,2,23,8954
29901166,1,1610612738,45,84,8,22,16,27,17,36,53,18,8,3,27,8955
29901166,1,1610612764,28,76,3,10,22,32,12,22,34,17,6,1,25,8956
29901167,1,1610612748,40,81,2,8,15,22,14,38,52,15,4,12,29,8957
29901167,1,1610612761,24,76,2,11,23,34,8,30,38,8,8,2,24,8958
29901168,1,1610612737,45,101,2,8,19,24,17,43,60,21,9,10,25,8959
29901168,1,1610612751,43,101,5,14,18,25,12,40,52,16,13,4,20,8960
29901169,1,1610612766,38,83,7,15,20,25,7,40,47,11,9,9,18,8961
29901169,1,1610612739,35,100,4,11,14,17,20,37,57,13,8,8,22,8962
29901170,1,1610612741,34,70,5,16,16,21,8,29,37,18,9,4,26,8963
29901170,1,1610612755,36,76,2,6,19,30,15,27,42,16,10,0,20,8964
29901171,1,1610612742,42,87,3,10,25,28,14,27,41,10,15,5,25,8965
29901171,1,1610612747,43,92,7,18,9,20,25,31,56,24,4,3,26,8966
29901172,1,1610612743,37,89,7,28,24,33,15,25,40,11,15,11,19,8967
29901172,1,1610612762,40,88,6,12,18,20,17,33,50,22,7,7,27,8968
29901173,1,1610612745,34,70,12,22,27,35,11,31,42,19,8,6,17,8969
29901173,1,1610612756,39,87,6,22,14,19,17,24,41,13,11,5,26,8970
29901174,1,1610612746,41,91,6,16,12,18,13,15,28,10,14,1,15,8971
29901174,1,1610612757,48,75,5,10,15,18,9,31,40,17,7,2,16,8972
29901175,1,1610612758,42,99,13,24,15,18,15,37,52,20,7,8,21,8973
29901175,1,1610612760,50,112,7,19,12,19,17,37,54,9,17,6,24,8974
29901176,1,1610612738,41,78,8,21,22,26,9,32,41,16,15,4,27,8975
29901176,1,1610612752,33,83,2,5,17,29,15,22,37,19,8,2,18,8976
29901177,1,1610612739,46,86,3,12,16,22,10,37,47,17,10,3,30,8977
29901177,1,1610612751,40,89,5,11,23,29,13,29,42,12,8,5,19,8978
29901178,1,1610612753,39,83,3,10,25,31,9,37,46,19,9,3,20,8979
29901178,1,1610612761,41,99,7,20,11,17,17,34,51,17,11,6,28,8980
29901179,1,1610612766,31,63,0,7,21,23,7,25,32,8,6,2,11,8981
29901179,1,1610612748,29,72,3,12,12,14,12,24,36,10,6,1,23,8982
29901180,1,1610612741,30,72,6,22,25,32,17,17,34,20,8,2,23,8983
29901180,1,1610612765,44,69,7,13,17,25,8,23,31,16,11,3,26,8984
29901181,1,1610612737,34,92,4,14,20,29,10,31,41,6,12,5,17,8985
29901181,1,1610612754,44,90,5,18,18,22,12,46,58,15,5,11,20,8986
29901182,1,1610612749,42,80,2,5,24,32,9,32,41,6,8,6,22,8987
29901182,1,1610612764,39,89,9,16,18,22,15,29,44,11,4,3,30,8988
29901183,1,1610612742,41,77,10,22,21,23,8,30,38,13,8,3,12,8989
29901183,1,1610612750,46,95,6,15,9,11,16,25,41,9,10,2,19,8990
29901184,1,1610612745,36,82,7,24,13,16,8,24,32,14,9,7,23,8991
29901184,1,1610612637,35,74,0,6,26,29,12,31,43,14,8,4,16,8992
29901185,1,1610612747,41,102,4,23,12,20,22,36,58,11,4,3,22,8993
29901185,1,1610612759,41,88,6,14,15,24,11,40,51,12,6,4,23,8994
29901186,1,1610612758,32,79,6,16,16,22,11,27,38,22,8,4,22,8995
29901186,1,1610612762,36,84,3,10,20,24,16,34,50,19,10,7,27,8996
29901187,1,1610612744,32,84,2,10,22,33,11,27,38,16,13,5,18,8997
29901187,1,1610612756,39,76,7,11,14,18,10,41,51,27,9,5,26,8998
29901188,1,1610612743,41,81,6,17,8,16,7,32,39,8,5,9,20,8999
29901188,1,1610612757,36,86,4,11,19,21,11,34,45,8,4,6,16,9000
29901189,1,1610612746,41,94,12,19,20,24,20,29,49,11,5,5,16,9001
29901189,1,1610612760,44,87,8,21,10,19,13,22,35,12,7,7,21,9002
49900001,2,1610612765,29,67,6,10,21,32,9,28,37,17,4,1,26,9003
49900001,2,1610612748,34,73,7,13,20,24,7,28,35,12,9,11,29,9004
49900002,2,1610612756,30,82,3,14,9,10,10,37,47,14,10,10,20,9005
49900002,2,1610612759,27,73,4,11,12,21,9,41,50,18,7,9,19,9006
49900003,2,1610612760,38,89,8,15,9,16,17,28,45,14,5,3,25,9007
49900003,2,1610612762,37,80,7,11,23,26,15,35,50,14,9,6,24,9008
49900004,2,1610612766,24,65,4,18,30,39,18,33,51,20,7,8,23,9009
49900004,2,1610612755,33,78,4,6,22,31,14,22,36,10,8,6,27,9010
49900005,2,1610612752,35,72,5,12,17,21,5,29,34,17,10,5,24,9011
49900005,2,1610612761,30,81,8,16,20,28,15,32,47,15,11,2,20,9012
49900006,2,1610612750,39,82,1,8,9,14,9,25,34,10,4,4,28,9013
49900006,2,1610612757,31,75,8,18,21,23,9,28,37,10,5,5,21,9014
49900007,2,1610612747,52,99,3,8,10,14,25,29,54,12,7,9,24,9015
49900007,2,1610612758,37,85,7,21,26,35,15,22,37,12,7,3,19,9016
49900008,2,1610612754,32,86,5,16,19,26,18,29,47,11,6,8,25,9017
49900008,2,1610612749,30,83,4,8,21,26,13,30,43,13,9,8,22,9018
49900009,2,1610612766,44,83,6,14,14,16,11,30,41,12,9,7,17,9019
49900009,2,1610612755,37,86,8,15,16,19,16,26,42,14,9,1,23,9020
49900010,2,1610612760,32,69,6,11,17,24,7,30,37,18,12,0,18,9021
49900010,2,1610612762,40,72,8,17,13,20,6,32,38,17,11,8,18,9022
49900011,2,1610612765,32,68,4,11,14,18,3,29,32,13,4,2,21,9023
49900011,2,1610612748,32,71,4,14,16,24,9,33,42,17,11,5,26,9024
49900012,2,1610612756,28,86,3,18,11,19,14,32,46,14,7,11,26,9025
49900012,2,1610612759,29,81,3,10,24,26,13,36,49,13,8,12,21,9026
49900013,2,1610612752,27,67,2,6,28,38,11,26,37,13,5,2,28,9027
49900013,2,1610612761,24,58,2,10,33,41,7,28,35,13,4,4,32,9028
49900014,2,1610612750,31,71,2,10,18,22,12,22,34,15,10,6,24,9029
49900014,2,1610612757,31,70,6,12,18,23,10,26,36,14,7,1,17,9030
49900015,2,1610612754,31,80,4,12,25,35,15,29,44,13,4,3,23,9031
49900015,2,1610612749,41,77,4,13,18,25,8,34,42,14,6,7,28,9032
49900016,2,1610612747,41,84,6,14,25,35,14,34,48,6,7,5,21,9033
49900016,2,1610612758,34,80,5,10,16,20,7,33,40,13,1,1,25,9034
49900017,2,1610612766,25,71,4,15,22,25,9,31,40,17,11,2,23,9035
49900017,2,1610612755,27,78,5,20,22,28,13,35,48,15,7,8,24,9036
49900018,2,1610612765,23,73,3,14,23,31,6,28,34,18,10,2,27,9037
49900018,2,1610612748,37,71,3,7,14,25,9,38,47,22,8,6,34,9038
49900019,2,1610612756,38,87,7,15,18,24,20,30,50,14,11,10,28,9039
49900019,2,1610612759,30,77,5,14,29,36,16,27,43,15,9,4,21,9040
49900020,2,1610612760,29,70,6,16,25,36,14,32,46,18,7,7,25,9041
49900020,2,1610612762,30,74,4,10,14,18,10,28,38,16,9,3,28,9042
49900021,2,1610612754,41,84,9,22,18,19,13,22,35,6,3,1,18,9043
49900021,2,1610612749,40,86,3,16,13,19,15,27,42,10,5,5,20,9044
49900022,2,1610612752,29,62,9,16,20,28,7,33,40,17,9,8,20,9045
49900022,2,1610612761,29,83,3,21,19,24,17,29,46,12,12,7,26,9046
49900023,2,1610612750,38,71,6,10,12,16,6,27,33,6,3,3,20,9047
49900023,2,1610612757,32,76,6,19,17,18,9,19,28,6,3,5,23,9048
49900024,2,1610612747,35,86,5,12,16,32,18,30,48,12,6,3,29,9049
49900024,2,1610612758,35,81,5,17,24,34,16,30,46,9,7,3,25,9050
49900025,2,1610612754,30,75,0,13,27,32,10,29,39,16,4,3,18,9051
49900025,2,1610612749,42,85,5,12,11,15,10,34,44,11,9,8,29,9052
49900026,2,1610612766,36,81,4,13,23,28,16,28,44,9,6,6,25,9053
49900026,2,1610612755,40,78,7,19,18,23,9,27,36,8,4,9,23,9054
49900028,2,1610612747,33,87,3,17,19,29,14,37,51,13,7,3,21,9055
49900028,2,1610612758,36,82,9,21,20,27,11,37,48,11,10,8,21,9056
49900029,2,1610612750,29,82,3,11,16,18,14,25,39,12,7,3,23,9057
49900029,2,1610612757,31,66,3,13,20,27,7,33,40,15,6,4,23,9058
49900030,2,1610612756,37,80,3,12,12,19,12,37,49,17,9,8,27,9059
49900030,2,1610612759,27,73,0,9,24,39,11,32,43,17,10,5,22,9060
49900032,2,1610612760,39,88,8,23,18,23,14,28,42,12,12,6,23,9061
49900032,2,1610612762,32,77,6,12,23,26,14,29,43,18,7,4,19,9062
49900033,2,1610612754,36,83,6,18,18,25,10,34,44,7,4,2,25,9063
49900033,2,1610612749,36,82,2,9,21,25,11,32,43,7,4,0,26,9064
49900039,2,1610612747,47,90,2,12,17,26,19,35,54,11,6,12,22,9065
49900039,2,1610612758,26,77,7,18,27,34,10,25,35,12,9,3,20,9066
49900040,2,1610612760,36,82,7,17,14,17,10,25,35,10,5,1,18,9067
49900040,2,1610612762,41,81,5,15,9,15,11,30,41,12,5,8,22,9068
49900041,2,1610612748,33,71,3,16,18,23,7,34,41,13,7,3,20,9069
49900041,2,1610612752,33,78,2,10,15,20,8,32,40,12,9,4,20,9070
49900042,2,1610612748,25,74,7,22,19,33,12,38,50,12,6,7,32,9071
49900042,2,1610612752,24,68,3,10,31,42,8,35,43,11,6,7,28,9072
49900043,2,1610612748,31,85,4,9,11,14,16,29,45,14,11,1,26,9073
49900043,2,1610612752,26,64,4,9,20,24,5,29,34,19,9,10,19,9074
49900044,2,1610612748,31,72,4,15,17,22,16,32,48,17,7,3,23,9075
49900044,2,1610612752,33,78,8,17,17,22,13,24,37,11,9,2,21,9076
49900045,2,1610612748,31,74,5,14,20,27,11,31,42,10,4,6,22,9077
49900045,2,1610612752,35,74,3,9,8,12,5,27,32,7,7,1,26,9078
49900046,2,1610612748,22,66,5,22,21,29,4,37,41,8,5,4,24,9079
49900046,2,1610612752,27,71,3,10,15,19,8,38,46,11,6,0,26,9080
49900047,2,1610612748,33,80,5,17,11,21,14,29,43,5,4,5,24,9081
49900047,2,1610612752,26,72,3,14,28,31,13,33,46,6,3,4,19,9082
49900048,2,1610612754,39,79,11,21,19,21,8,29,37,7,7,8,23,9083
49900048,2,1610612755,36,82,3,8,16,22,13,29,42,13,2,5,16,9084
49900049,2,1610612754,37,76,8,21,21,25,8,30,38,14,5,5,30,9085
49900049,2,1610612755,34,78,3,13,26,37,10,29,39,12,7,3,26,9086
49900050,2,1610612754,38,78,9,20,12,15,11,29,40,12,9,5,26,9087
49900050,2,1610612755,32,77,1,7,24,32,14,28,42,13,6,6,19,9088
49900051,2,1610612754,31,80,7,25,21,25,9,28,37,9,6,4,26,9089
49900051,2,1610612755,30,78,3,11,29,43,20,33,53,11,4,1,26,9090
49900052,2,1610612754,34,84,3,16,15,20,10,24,34,14,9,7,26,9091
49900052,2,1610612755,39,78,3,10,26,32,10,35,45,11,10,5,22,9092
49900053,2,1610612754,39,76,7,17,21,26,10,36,46,13,5,9,20,9093
49900053,2,1610612755,34,87,2,14,20,28,16,25,41,8,8,1,20,9094
49900055,2,1610612747,40,92,4,11,21,26,19,33,52,11,14,10,23,9095
49900055,2,1610612756,28,77,3,18,18,27,14,28,42,23,6,6,25,9096
49900056,2,1610612747,39,73,3,10,16,28,9,28,37,13,8,8,17,9097
49900056,2,1610612756,37,85,5,16,17,22,17,26,43,12,8,1,26,9098
49900057,2,1610612747,32,70,6,17,35,51,13,27,40,10,4,3,28,9099
49900057,2,1610612756,35,77,4,19,25,34,10,30,40,9,6,2,34,9100
49900058,2,1610612747,34,77,2,16,28,45,15,25,40,13,8,3,25,9101
49900058,2,1610612756,45,86,10,21,17,27,16,28,44,15,7,4,33,9102
49900059,2,1610612747,29,80,6,13,23,37,21,38,59,14,6,8,19,9103
49900059,2,1610612756,23,80,4,18,15,21,12,31,43,15,9,4,28,9104
49900062,2,1610612757,28,73,4,11,34,41,14,27,41,7,10,3,22,9105
49900062,2,1610612762,28,76,3,13,16,23,11,31,42,13,2,8,27,9106
49900063,2,1610612757,36,64,6,12,25,35,6,29,35,18,10,4,26,9107
49900063,2,1610612762,33,73,3,11,16,21,7,26,33,16,5,1,29,9108
49900064,2,1610612757,40,78,4,11,19,24,11,27,38,10,6,1,26,9109
49900064,2,1610612762,28,70,5,14,23,31,12,27,39,12,5,6,27,9110
49900065,2,1610612757,27,72,7,20,24,34,15,25,40,16,9,8,24,9111
49900065,2,1610612762,31,68,3,11,23,34,9,32,41,13,7,5,30,9112
49900066,2,1610612757,31,73,4,15,15,23,8,36,44,17,8,5,25,9113
49900066,2,1610612762,31,75,2,9,15,23,8,30,38,13,9,5,26,9114
49900069,2,1610612747,38,71,9,19,24,43,5,31,36,7,4,10,24,9115
49900069,2,1610612757,33,78,7,21,21,24,8,31,39,12,4,2,32,9116
49900070,2,1610612747,27,69,6,23,17,32,6,28,34,14,4,3,36,9117
49900070,2,1610612757,33,74,5,11,35,45,12,37,49,7,11,3,30,9118
49900071,2,1610612747,38,71,3,13,14,22,11,24,35,14,7,6,21,9119
49900071,2,1610612757,35,69,7,15,14,17,5,23,28,15,9,2,25,9120
49900072,2,1610612747,33,71,6,13,31,34,10,32,42,13,5,7,29,9121
49900072,2,1610612757,30,77,5,16,26,34,12,25,37,13,7,2,30,9122
49900073,2,1610612747,30,79,6,27,22,30,14,30,44,16,7,6,30,9123
49900073,2,1610612757,32,74,6,17,26,34,12,31,43,12,10,7,28,9124
49900074,2,1610612747,34,75,12,19,13,27,11,23,34,11,6,7,27,9125
49900074,2,1610612757,37,74,1,8,28,34,12,31,43,10,7,6,19,9126
49900075,2,1610612747,31,63,7,19,20,37,7,34,41,13,4,6,25,9127
49900075,2,1610612757,32,77,8,15,12,16,6,27,33,10,6,3,32,9128
49900076,2,1610612754,40,83,10,15,12,12,8,35,43,9,4,9,21,9129
49900076,2,1610612752,35,80,6,11,12,17,7,28,35,8,3,3,18,9130
49900077,2,1610612754,28,77,4,18,28,38,15,34,49,8,3,4,20,9131
49900077,2,1610612752,34,78,2,12,14,18,10,35,45,10,5,4,30,9132
49900078,2,1610612754,36,70,7,16,16,18,4,29,33,15,2,3,19,9133
49900078,2,1610612752,39,74,2,8,18,24,5,23,28,7,7,2,19,9134
49900079,2,1610612754,36,79,8,19,9,10,10,22,32,11,7,2,19,9135
49900079,2,1610612752,35,71,10,14,11,16,10,31,41,14,6,6,18,9136
49900080,2,1610612754,29,79,10,26,20,25,13,32,45,7,6,6,18,9137
49900080,2,1610612752,30,75,6,15,13,17,9,34,43,9,4,3,25,9138
49900081,2,1610612754,29,74,7,22,28,31,8,34,42,11,8,2,22,9139
49900081,2,1610612752,31,74,4,10,14,19,5,29,34,13,6,4,26,9140
49900083,2,1610612754,32,76,5,14,18,23,6,30,36,14,6,5,23,9141
49900083,2,1610612747,45,88,3,12,11,19,14,34,48,11,9,6,19,9142
49900084,2,1610612754,33,88,5,20,33,39,13,33,46,4,5,5,38,9143
49900084,2,1610612747,36,75,7,15,32,57,11,36,47,9,3,8,26,9144
49900085,2,1610612754,36,78,7,18,21,24,9,30,39,12,8,3,19,9145
49900085,2,1610612747,38,76,7,17,8,19,8,25,33,16,9,4,27,9146
49900086,2,1610612754,42,84,10,19,24,28,9,30,39,12,5,3,28,9147
49900086,2,1610612747,48,93,4,12,20,30,14,28,42,12,6,4,31,9148
49900087,2,1610612754,39,68,10,20,32,36,6,40,46,14,7,4,24,9149
49900087,2,1610612747,36,90,4,19,11,21,13,21,34,12,9,2,33,9150
49900088,2,1610612754,36,77,12,25,27,32,9,32,41,9,2,6,27,9151
49900088,2,1610612747,43,90,10,17,20,33,13,31,44,5,5,7,24,9152
20000001,1,1610612755,38,66,3,8,22,30,8,29,37,14,10,5,24,9153
20000001,1,1610612752,25,70,3,11,19,24,14,23,37,22,6,4,30,9154
20000002,1,1610612751,31,85,3,10,17,26,12,35,47,15,9,8,31,9155
20000002,1,1610612739,32,78,2,7,20,32,11,41,52,19,5,8,27,9156
20000003,1,1610612764,33,72,4,7,16,24,9,35,44,27,6,1,28,9157
20000003,1,1610612753,34,79,6,16,23,33,8,29,37,15,10,9,24,9158
20000004,1,1610612766,35,62,5,9,31,40,7,37,44,17,7,6,23,9159
20000004,1,1610612737,30,81,6,15,16,21,11,18,29,13,9,2,31,9160
20000005,1,1610612765,44,93,3,12,13,18,11,34,45,12,7,6,27,9161
20000005,1,1610612761,35,93,5,17,20,31,20,28,48,15,7,7,21,9162
20000006,1,1610612741,26,67,6,8,23,29,7,22,29,20,8,4,20,9163
20000006,1,1610612758,40,73,5,13,15,19,5,32,37,18,12,6,23,9164
20000007,1,1610612749,33,83,6,19,21,26,17,34,51,20,6,7,27,9165
20000007,1,1610612742,35,88,9,25,18,27,20,32,52,18,9,9,26,9166
20000008,1,1610612750,43,88,6,11,14,16,13,31,44,16,7,1,25,9167
20000008,1,1610612745,34,74,2,9,28,40,11,27,38,18,9,7,17,9168
20000009,1,1610612759,33,64,4,8,28,35,5,32,37,18,6,4,22,9169
